STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
New York,"2,118",,0,Research,Schoolhou,"7/20/2017, 8:00 PM",0,2,2,0,0,0,Yellow Pan Traps,40,Yes,,,-79.03,42.16,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Conewango Road_C,0
New York,"2,118",,0,Research,Schoolhou,"7/27/2017, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,6,Yes,,,-79.03,42.16,O. agrili confirmed (Juli Gould),Gould,Conewango Road_C,0
New York,"2,118",,0,Research,Schoolhou,"8/3/2017, 8:00 PM",0,4,7,0,0,0,Yellow Pan Traps,42,Yes,,,-79.03,42.16,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Conewango Road_C,0
New York,"2,118",,0,Research,Schoolhou,"8/10/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,42,Yes,,,-79.03,42.16,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Conewango Road_C,0
New York,"2,118",,0,Research,Schoolhou,"8/17/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,39,Yes,,,-79.03,42.16,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Conewango Road_C,0
New York,"4,228",,0,Program,Steege,"7/21/2017, 8:00 PM",0,1,7,0,0,0,Yellow Pan Traps,67,Yes,,,-76.95,42.11,Both T. planipennisi and O. agrili confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"7/27/2017, 8:00 PM",0,1,8,0,0,0,Yellow Pan Traps,74,Yes,,,-76.95,42.11,Both T. planipennisi and O. agrili confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"8/3/2017, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,78,Yes,,,-76.95,42.11,O. agrili confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"8/10/2017, 8:00 PM",0,1,3,0,0,0,Yellow Pan Traps,74,Yes,,,-76.95,42.11,Both T. planipennisi and O. agrili confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"8/24/2017, 8:00 PM",0,8,0,0,0,0,Yellow Pan Traps,71,Yes,,,-76.95,42.11,T. planipennisi confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"9/2/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,68,Yes,,,-76.95,42.11,T. planipennisi confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,"4,228",,0,Program,Steege,"10/4/2017, 8:00 PM",0,10,0,0,0,0,Yellow Pan Traps,73,Yes,,,-76.95,42.11,T. planipennisi confirmed (Juli Gould),mlaita,Steege Hill Nature Preserve,0
New York,,,0,,TaftRd,"7/27/2017, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,70,Yes,,,-76.07,42.14,O. agrili confirmed (Juli Gould),Gould,,0
New York,,,0,,TaftRd,"8/20/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,74,Yes,,,-76.07,42.14,T. planipennisi confirmed (Juli Gould),Gould,,0
New York,,,0,,TaftRd,"8/24/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,74,Yes,,,-76.07,42.14,T. planipennisi confirmed (Juli Gould),Gould,,0
New York,,,0,,TaftRd,"10/5/2017, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,74,Yes,,,-76.07,42.14,T. planipennisi confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"7/21/2017, 8:00 PM",0,3,4,0,0,0,Yellow Pan Traps,69,Yes,,,-76.26,42.09,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"7/28/2017, 8:00 PM",0,0,2,0,0,0,Yellow Pan Traps,72,Yes,,,-76.26,42.09,O. agrili confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"8/2/2017, 8:00 PM",0,2,3,0,0,0,Yellow Pan Traps,71,Yes,,,-76.26,42.09,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"8/9/2017, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,72,Yes,,,-76.26,42.09,O. agrili confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"8/17/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,68,Yes,,,-76.26,42.09,T. planipennisi confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"8/24/2017, 8:00 PM",0,2,1,0,0,0,Yellow Pan Traps,52,Yes,,,-76.26,42.09,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"9/1/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,69,Yes,,,-76.26,42.09,T. planipennisi confirmed (Juli Gould),Gould,,0
New York,"4,906",,0,,Montrose,"10/4/2017, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,72,Yes,,,-76.26,42.09,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,,0
New York,"1,751",,0,Research,Conewango,"5/14/2016, 8:00 PM",0,0,0,0,3,4,Tree Debarking,4,,,,-78.97,42.17,T. planipennisi confirmed (Juli Gould),Gould,Conewango Road,0
New York,"1,745",,0,Research,Btl Creek,"5/14/2016, 8:00 PM",0,0,0,0,7,5,Tree Debarking,4,,,,-78.99,42.15,T. planipennisi confirmed (Juli Gould),Gould,Battle Creek,0
New York,"1,744",,0,Research,Watts Rd.,"5/14/2016, 8:00 PM",0,0,0,0,3,15,Tree Debarking,4,,,,-79.01,42.16,No exotic EAB parasitoids confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts Rd.,"4/18/2017, 8:00 PM",0,0,0,0,3,1,Tree Debarking,4,,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,739",,0,Research,BristBch,"3/14/2016, 8:00 PM",0,0,0,0,1,0,Tree Debarking,4,,,,-73.93,42.11,T. planipennisi confirmed (Juli Gould),Gould,Bristol Beach,0
New York,"1,739",,0,Research,BristBch,"3/14/2017, 8:00 PM",0,0,0,0,4,0,Tree Debarking,4,,,,-73.93,42.11,T. planipennisi confirmed (Juli Gould),Gould,Bristol Beach,0
New York,"1,736",,0,Research,Cementon,"3/14/2016, 8:00 PM",0,0,0,0,1,0,Tree Debarking,4,,,,-73.92,42.15,T. planipennisi confirmed (Juli Gould),Gould,Cementon North,0
New York,"2,122",,0,Research,Holcim,"3/14/2017, 8:00 PM",0,0,0,0,4,0,Tree Debarking,4,,,,-73.91,42.18,T. planipennisi confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,417",,0,Research,LaurenTic,"3/14/2016, 8:00 PM",0,0,0,0,1,0,Tree Debarking,4,,,,-73.95,42.12,T. planipennisi confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"3/14/2017, 8:00 PM",0,0,0,0,2,0,Tree Debarking,4,,,,-73.95,42.12,T. planipennisi confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"2,418",,0,Research,Ulster L.,"3/14/2017, 8:00 PM",0,0,0,0,4,0,Tree Debarking,4,,,,-73.96,41.97,T. planipennisi confirmed (Juli Gould),Gould,Leggs Mills Control,0
New York,"1,740",,0,Research,Leggs Mil,"3/12/2017, 8:00 PM",0,0,0,0,5,0,Tree Debarking,4,,,,-74,41.99,T. planipennisi confirmed (Juli Gould),Gould,Leggs Mills Road,0
New York,"2,117",,0,Research,AirportNY,"4/18/2017, 8:00 PM",0,0,0,0,2,0,Tree Debarking,4,,,,-79.03,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road_C,0
Maryland,"2,650",Duan confirmed ID,0,Research,CHA2020,"4/28/2020, 8:00 PM",0,0,0,0,0,0,Tree Debarking,6,Yes,,Jian Duan,-76.92,38.49,,saker,Charles Street,7
Maryland,"1,485",confirmed S. galinae by Duan,0,,TAY2020,"3/18/2020, 8:00 PM",0,10,0,0,1,0,Tree Debarking,14,Yes,,Jian Duan,-76.98,38.7,,saker,,5
Michigan,25,,0,Research,GSW,"5/12/2010, 8:00 PM",0,0,4,0,0,0,Logs in Tubes,7,,,,-84.45,43.23,Oobius confirmed (Juli Gould),Bauer,GSW,0
Michigan,22,,0,Research,sr,"5/12/2010, 8:00 PM",0,0,2,0,0,0,Logs in Tubes,19,,,,-84.11,43.34,Oobius confirmed (Juli Gould),Gould,sr,0
Michigan,55,,0,Research,RL,"7/27/2010, 8:00 PM",0,0,1,0,0,0,Egg Collection,21,,,,-84.35,42.82,Oobius confirmed (Juli Gould),Bauer,RL,0
Michigan,"1,773",,0,Research,BFPKLT,"7/18/2010, 8:00 PM",0,0,5,0,0,0,Egg Collection,32,,,,-84.6,42.59,Oobius confirmed (Juli Gould),Bauer,BFPKLT,0
Michigan,25,,0,Research,GSW,"5/21/2012, 8:00 PM",0,0,3,0,0,0,Bark Sifting,10,,,,-84.45,43.23,Oobius confirmed (Juli Gould),Bauer,GSW,0
Michigan,"1,770",,0,Research,LPRFLT,"5/11/2012, 8:00 PM",0,0,9,0,0,0,Bark Sifting,2,,,,-84.38,42.7,Oobius confirmed (Juli Gould),Gould,LPRFLT,0
Michigan,"1,804",,0,Research,LPRFLT_C,"5/21/2012, 8:00 PM",0,0,1,0,0,0,Bark Sifting,4,,,,-84.38,42.7,Oobius confirmed (Juli Gould),Gould,LPRFLT_C,0
Michigan,"1,769",,0,Research,CPNMLT,"5/16/2012, 8:00 PM",0,0,53,0,0,0,Bark Sifting,6,,,,-84.42,42.73,Oobius confirmed (Juli Gould),Bauer,CPNMLT,0
Michigan,"1,798",,0,Research,BFPKLT_C,"5/23/2012, 8:00 PM",0,0,11,0,0,0,Bark Sifting,5,,,,-84.6,42.58,Oobius confirmed (Juli Gould),Bauer,BFPKLT_C,0
Michigan,"1,773",,0,Research,BFPKLT,"5/22/2012, 8:00 PM",0,0,91,0,0,0,Bark Sifting,6,,,,-84.6,42.59,Oobius confirmed (Juli Gould),Bauer,BFPKLT,0
Michigan,10,,0,Research,dfg,"2/27/2013, 7:00 PM",0,0,0,0,1,18,Tree Debarking,4,,,,-83.23,43.5,T. planipennisi confirmed (Juli Gould),Gould,dfg,0
Michigan,25,,0,Research,GSW,"1/14/2013, 7:00 PM",0,0,13,0,2,11,Tree Debarking,4,,,,-84.45,43.23,T. planipennisi confirmed (Juli Gould),Bauer,GSW,0
Michigan,26,,0,Research,GSW_C,"1/17/2013, 7:00 PM",0,0,1,0,0,0,Tree Debarking,4,,,,-84.45,43.21,Oobius confirmed (Juli Gould),Bauer,GSW_C,0
Michigan,17,,0,Research,tusg,"7/7/2013, 8:00 PM",0,0,0,0,1,31,Tree Debarking,4,,,,-83.36,43.43,T. planipennisi confirmed (Juli Gould),Gould,tusg,0
Michigan,18,,0,Research,tusn,"3/19/2013, 8:00 PM",0,0,0,0,4,4,Tree Debarking,4,,,,-83.37,43.44,T. planipennisi confirmed (Juli Gould),Gould,tusn,0
Ohio,36,,0,Research,vbr,"11/20/2012, 7:00 PM",0,0,0,0,3,0,Tree Debarking,4,,,,-83.62,41.13,T. planipennisi confirmed (Juli Gould),Bauer,vbr,0
Michigan,"1,770",,0,Research,LPRFLT,"5/8/2013, 8:00 PM",0,0,7,0,0,0,Bark Sifting,10,,,,-84.38,42.7,O. agrili confirmed (Juli Gould),Bauer,LPRFLT,0
Colorado,,,0,,2017-R03,"7/9/2017, 8:00 PM",0,9,0,0,0,0,Yellow Pan Traps,10,,,,-105.24,40.01,T. planipennisi confirmed (Juli Gould),Gould,2016-R03,0
Michigan,37,,0,Research,IO_C,"11/9/2014, 7:00 PM",0,150,0,0,3,5,Tree Debarking,4,,,,-85.11,42.96,T. planipennisi confirmed (Juli Gould),Gould,IO_C,0
New York,"1,751",,0,Research,Conewango,"5/10/2015, 8:00 PM",0,0,2,0,0,0,Bark Sifting,4,,,,-78.97,42.17,Oobius found (Juli Gould),Gould,Conewango Road,0
New York,"2,417",,0,Research,LaurenTic,"3/9/2015, 8:00 PM",0,0,3,0,0,0,Bark Sifting,4,,,,-73.95,42.12,Oobius found (Juli Gould),Gould,Bristol Beach Control,0
New York,"1,740",,0,Research,Leggs Mil,"6/23/2015, 8:00 PM",0,6,2,0,0,0,Yellow Pan Traps,10,,,,-74,41.99,Both T. planipennisi and Oobius found (Juli Gould),Gould,Leggs Mills Road,0
New York,"1,739",,0,Research,BristBch,"3/14/2016, 8:00 PM",0,0,2,0,0,0,Bark Sifting,15,,,,-73.93,42.11,Oobius confirmed (Juli Gould),Gould,Bristol Beach,0
New York,"2,122",,0,Research,Holcim,"3/14/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,15,,,,-73.91,42.18,Oobius confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"1,736",,0,Research,Cementon,"3/14/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,14,,,,-73.92,42.15,Oobius confirmed (Juli Gould),Gould,Cementon North,0
New York,"1,737",,0,Research,East pky,"3/14/2016, 8:00 PM",0,0,10,0,0,0,Bark Sifting,21,,,,-73.99,42,Oobius confirmed (Juli Gould),Gould,Eastern Parkway,0
New York,"1,740",,0,Research,Leggs Mil,"3/14/2016, 8:00 PM",0,0,4,0,0,0,Bark Sifting,14,,,,-74,41.99,Oobius confirmed (Juli Gould),Gould,Leggs Mills Road,0
Missouri,"3,238",YPT #4 1 possible Tet,0,Program,3238,"5/20/2020, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"5/28/2020, 8:00 PM",Juli Gould,-90.46,36.9,T. planipennisi female,vshoemaker,USFS Highway O,0
Missouri,"3,239",YPT #1 possible Tet YPT #7 possible Tet,0,Program,3239,"5/12/2020, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,"5/28/2020, 8:00 PM",Juli Gould,-91.32,36.79,2 female T. planipennisi,vshoemaker,Greer,0
Missouri,"3,239",YPT #1 possible Tet,0,Program,3239,"5/26/2020, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"5/28/2020, 8:00 PM",Juli Gould,-91.32,36.79,T. planipennisi female,vshoemaker,Greer,0
Missouri,"3,241",YPT #7 possible Tet YPT #11 possible S.agrili,0,Program,3241,"5/18/2020, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"5/28/2020, 8:00 PM",Juli Gould,-90.2,37.72,1 female T. planipennisi. Native Spathius.,vshoemaker,Bidwell,0
Missouri,"3,241",YPT #7 possible Tet YPT #13 possible S.agrili,0,Program,3241,"5/27/2020, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"5/28/2020, 8:00 PM",Juli Gould,-90.2,37.72,1 female T. planipennisi. Native Spathius.,vshoemaker,Bidwell,0
Maryland,,,0,,BWR2019,"11/17/2019, 7:00 PM",0,0,0,0,0,0,Logs in Tubes,5,Yes,,,-77.09,39.16,,saker,,1
Illinois,"2,900",,0,Research,Nap IPM,"5/29/2017, 8:00 PM",0,11,0,0,0,0,Yellow Pan Traps,28,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"6/5/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,26,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"6/15/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,6,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"6/28/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,20,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"7/6/2017, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,25,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"7/13/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,11,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"8/10/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,16,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"7/11/2018, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,23,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"7/18/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,7,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"8/2/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,4,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"8/8/2018, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"9/6/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,8,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"9/12/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,5,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"9/19/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,16,Yes,,,-88.08,41.74,Both S. galinae and T. planipennisi found (Juli Gould),Gould,Green Valley Forest Preserve,0
Illinois,"2,900",,0,Research,Nap IPM,"9/26/2018, 8:00 PM",0,8,0,0,0,0,Yellow Pan Traps,10,Yes,,,-88.08,41.74,T. planipennisi confirmed (Juli Gould),Gould,Green Valley Forest Preserve,0
New York,"1,740",,0,Research,Leggs Mil,"6/23/2015, 8:00 PM",0,6,2,0,0,0,Yellow Pan Traps,10,,,,-74,41.99,Both T. planipennisi and Oobius found (Juli Gould),Gould,Leggs Mills Road,0
Colorado,"3,121",,0,Program,CTQ,"6/18/2019, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,S. galinae and T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"6/25/2019, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"7/2/2019, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"7/9/2019, 8:00 PM",0,9,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,S. galinae and T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"7/17/2019, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"7/23/2019, 8:00 PM",0,7,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"7/31/2019, 8:00 PM",0,4,3,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"8/6/2019, 8:00 PM",0,12,9,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"8/13/2019, 8:00 PM",0,9,7,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"8/20/2019, 8:00 PM",0,9,3,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"8/27/2019, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"9/4/2019, 8:00 PM",0,9,7,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"9/11/2019, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"9/18/2019, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"9/24/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"3,121",,0,Program,CTQ,"10/7/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,10,,,,-105.28,40,T. planipennisi found (Juli Gould),APHIS/CDA,McClintock,0
Colorado,"2,690",,0,Program,R,"6/16/2019, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"6/23/2019, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"6/30/2019, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"7/7/2019, 8:00 PM",0,7,1,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"7/15/2019, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"7/28/2019, 8:00 PM",0,3,3,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"8/4/2019, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,Oobius found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"8/11/2019, 8:00 PM",0,2,2,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,"Tet., Oobius, and S. galinae found (Juli Gould)",APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"8/18/2019, 8:00 PM",0,3,1,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"8/25/2019, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,Both T. planipennisi and Oobius found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"9/8/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"9/22/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"9/29/2019, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
Colorado,"2,690",,0,Program,R,"10/14/2019, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,10,,,,-105.25,40.01,T. planipennisi found (Juli Gould),APHIS/CDA,Boulder Creek,0
New York,"2,850",,0,Research,Syr IPM,"5/29/2019, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,T. planipennisi found (Juli Gould),Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"6/3/2019, 8:00 PM",0,16,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,T. planipennisi found (Juli Gould),Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"6/10/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"6/17/2019, 8:00 PM",0,11,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"6/24/2019, 8:00 PM",0,8,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"7/1/2019, 8:00 PM",0,15,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"7/9/2019, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"7/15/2019, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
New York,"2,850",,0,Research,Syr IPM,"7/22/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,45,,,,-76.1,43.08,,Jones,Syracuse IPM 2,0
